"name"	"description"	"page"
"2329"	"umaritimus_homolog_orthology_confidence"	"Polar bear orthology confidence [0 low, 1 high]"	"homologs"
"2330"	"mochrogaster_homolog_ensembl_gene"	"Prairie vole gene stable ID"	"homologs"
"2331"	"mochrogaster_homolog_associated_gene_name"	"Prairie vole gene name"	"homologs"
"2332"	"mochrogaster_homolog_ensembl_peptide"	"Prairie vole protein or transcript stable ID"	"homologs"
"2333"	"mochrogaster_homolog_chromosome"	"Prairie vole chromosome/scaffold name"	"homologs"
"2334"	"mochrogaster_homolog_chrom_start"	"Prairie vole chromosome/scaffold start (bp)"	"homologs"
"2335"	"mochrogaster_homolog_chrom_end"	"Prairie vole chromosome/scaffold end (bp)"	"homologs"
"2336"	"mochrogaster_homolog_canonical_transcript_protein"	"Query protein or transcript ID"	"homologs"
"2337"	"mochrogaster_homolog_subtype"	"Last common ancestor with Prairie vole"	"homologs"
"2338"	"mochrogaster_homolog_orthology_type"	"Prairie vole homology type"	"homologs"
"2339"	"mochrogaster_homolog_perc_id"	"%id. target Prairie vole gene identical to query gene"	"homologs"
"2340"	"mochrogaster_homolog_perc_id_r1"	"%id. query gene identical to target Prairie vole gene"	"homologs"
"2341"	"mochrogaster_homolog_goc_score"	"Prairie vole Gene-order conservation score"	"homologs"
"2342"	"mochrogaster_homolog_wga_coverage"	"Prairie vole Whole-genome alignment coverage"	"homologs"
"2343"	"mochrogaster_homolog_orthology_confidence"	"Prairie vole orthology confidence [0 low, 1 high]"	"homologs"
"2344"	"ocuniculus_homolog_ensembl_gene"	"Rabbit gene stable ID"	"homologs"
"2345"	"ocuniculus_homolog_associated_gene_name"	"Rabbit gene name"	"homologs"
"2346"	"ocuniculus_homolog_ensembl_peptide"	"Rabbit protein or transcript stable ID"	"homologs"
"2347"	"ocuniculus_homolog_chromosome"	"Rabbit chromosome/scaffold name"	"homologs"
"2348"	"ocuniculus_homolog_chrom_start"	"Rabbit chromosome/scaffold start (bp)"	"homologs"
"2349"	"ocuniculus_homolog_chrom_end"	"Rabbit chromosome/scaffold end (bp)"	"homologs"
"2350"	"ocuniculus_homolog_canonical_transcript_protein"	"Query protein or transcript ID"	"homologs"
"2351"	"ocuniculus_homolog_subtype"	"Last common ancestor with Rabbit"	"homologs"
"2352"	"ocuniculus_homolog_orthology_type"	"Rabbit homology type"	"homologs"
"2353"	"ocuniculus_homolog_perc_id"	"%id. target Rabbit gene identical to query gene"	"homologs"
"2354"	"ocuniculus_homolog_perc_id_r1"	"%id. query gene identical to target Rabbit gene"	"homologs"
"2355"	"ocuniculus_homolog_goc_score"	"Rabbit Gene-order conservation score"	"homologs"
"2356"	"ocuniculus_homolog_wga_coverage"	"Rabbit Whole-genome alignment coverage"	"homologs"
"2357"	"ocuniculus_homolog_orthology_confidence"	"Rabbit orthology confidence [0 low, 1 high]"	"homologs"
"2358"	"omykiss_homolog_ensembl_gene"	"Rainbow trout gene stable ID"	"homologs"
"2359"	"omykiss_homolog_associated_gene_name"	"Rainbow trout gene name"	"homologs"
"2360"	"omykiss_homolog_ensembl_peptide"	"Rainbow trout protein or transcript stable ID"	"homologs"
"2361"	"omykiss_homolog_chromosome"	"Rainbow trout chromosome/scaffold name"	"homologs"
"2362"	"omykiss_homolog_chrom_start"	"Rainbow trout chromosome/scaffold start (bp)"	"homologs"
"2363"	"omykiss_homolog_chrom_end"	"Rainbow trout chromosome/scaffold end (bp)"	"homologs"
"2364"	"omykiss_homolog_canonical_transcript_protein"	"Query protein or transcript ID"	"homologs"
"2365"	"omykiss_homolog_subtype"	"Last common ancestor with Rainbow trout"	"homologs"
"2366"	"omykiss_homolog_orthology_type"	"Rainbow trout homology type"	"homologs"
"2367"	"omykiss_homolog_perc_id"	"%id. target Rainbow trout gene identical to query gene"	"homologs"
"2368"	"omykiss_homolog_perc_id_r1"	"%id. query gene identical to target Rainbow trout gene"	"homologs"
"2369"	"omykiss_homolog_goc_score"	"Rainbow trout Gene-order conservation score"	"homologs"
"2370"	"omykiss_homolog_orthology_confidence"	"Rainbow trout orthology confidence [0 low, 1 high]"	"homologs"
"2371"	"rnorvegicus_homolog_ensembl_gene"	"Rat gene stable ID"	"homologs"
"2372"	"rnorvegicus_homolog_associated_gene_name"	"Rat gene name"	"homologs"
"2373"	"rnorvegicus_homolog_ensembl_peptide"	"Rat protein or transcript stable ID"	"homologs"
"2374"	"rnorvegicus_homolog_chromosome"	"Rat chromosome/scaffold name"	"homologs"
"2375"	"rnorvegicus_homolog_chrom_start"	"Rat chromosome/scaffold start (bp)"	"homologs"
"2376"	"rnorvegicus_homolog_chrom_end"	"Rat chromosome/scaffold end (bp)"	"homologs"
"2377"	"rnorvegicus_homolog_canonical_transcript_protein"	"Query protein or transcript ID"	"homologs"
"2378"	"rnorvegicus_homolog_subtype"	"Last common ancestor with Rat"	"homologs"
"2379"	"rnorvegicus_homolog_orthology_type"	"Rat homology type"	"homologs"
"2380"	"rnorvegicus_homolog_perc_id"	"%id. target Rat gene identical to query gene"	"homologs"
"2381"	"rnorvegicus_homolog_perc_id_r1"	"%id. query gene identical to target Rat gene"	"homologs"
"2382"	"rnorvegicus_homolog_goc_score"	"Rat Gene-order conservation score"	"homologs"
"2383"	"rnorvegicus_homolog_wga_coverage"	"Rat Whole-genome alignment coverage"	"homologs"
"2384"	"rnorvegicus_homolog_orthology_confidence"	"Rat orthology confidence [0 low, 1 high]"	"homologs"
"2385"	"vvulpes_homolog_ensembl_gene"	"Red fox gene stable ID"	"homologs"
"2386"	"vvulpes_homolog_associated_gene_name"	"Red fox gene name"	"homologs"
"2387"	"vvulpes_homolog_ensembl_peptide"	"Red fox protein or transcript stable ID"	"homologs"
"2388"	"vvulpes_homolog_chromosome"	"Red fox chromosome/scaffold name"	"homologs"
"2389"	"vvulpes_homolog_chrom_start"	"Red fox chromosome/scaffold start (bp)"	"homologs"
"2390"	"vvulpes_homolog_chrom_end"	"Red fox chromosome/scaffold end (bp)"	"homologs"
"2391"	"vvulpes_homolog_canonical_transcript_protein"	"Query protein or transcript ID"	"homologs"
"2392"	"vvulpes_homolog_subtype"	"Last common ancestor with Red fox"	"homologs"
"2393"	"vvulpes_homolog_orthology_type"	"Red fox homology type"	"homologs"
"2394"	"vvulpes_homolog_perc_id"	"%id. target Red fox gene identical to query gene"	"homologs"
"2395"	"vvulpes_homolog_perc_id_r1"	"%id. query gene identical to target Red fox gene"	"homologs"
"2396"	"vvulpes_homolog_goc_score"	"Red fox Gene-order conservation score"	"homologs"
"2397"	"vvulpes_homolog_wga_coverage"	"Red fox Whole-genome alignment coverage"	"homologs"
"2398"	"vvulpes_homolog_orthology_confidence"	"Red fox orthology confidence [0 low, 1 high]"	"homologs"
"2399"	"pnattereri_homolog_ensembl_gene"	"Red-bellied piranha gene stable ID"	"homologs"
"2400"	"pnattereri_homolog_associated_gene_name"	"Red-bellied piranha gene name"	"homologs"
"2401"	"pnattereri_homolog_ensembl_peptide"	"Red-bellied piranha protein or transcript stable ID"	"homologs"
"2402"	"pnattereri_homolog_chromosome"	"Red-bellied piranha chromosome/scaffold name"	"homologs"
"2403"	"pnattereri_homolog_chrom_start"	"Red-bellied piranha chromosome/scaffold start (bp)"	"homologs"
"2404"	"pnattereri_homolog_chrom_end"	"Red-bellied piranha chromosome/scaffold end (bp)"	"homologs"
"2405"	"pnattereri_homolog_canonical_transcript_protein"	"Query protein or transcript ID"	"homologs"
"2406"	"pnattereri_homolog_subtype"	"Last common ancestor with Red-bellied piranha"	"homologs"
"2407"	"pnattereri_homolog_orthology_type"	"Red-bellied piranha homology type"	"homologs"
"2408"	"pnattereri_homolog_perc_id"	"%id. target Red-bellied piranha gene identical to query gene"	"homologs"
"2409"	"pnattereri_homolog_perc_id_r1"	"%id. query gene identical to target Red-bellied piranha gene"	"homologs"
"2410"	"pnattereri_homolog_goc_score"	"Red-bellied piranha Gene-order conservation score"	"homologs"
"2411"	"pnattereri_homolog_wga_coverage"	"Red-bellied piranha Whole-genome alignment coverage"	"homologs"
"2412"	"pnattereri_homolog_orthology_confidence"	"Red-bellied piranha orthology confidence [0 low, 1 high]"	"homologs"
"2413"	"ecalabaricus_homolog_ensembl_gene"	"Reedfish gene stable ID"	"homologs"
"2414"	"ecalabaricus_homolog_associated_gene_name"	"Reedfish gene name"	"homologs"
"2415"	"ecalabaricus_homolog_ensembl_peptide"	"Reedfish protein or transcript stable ID"	"homologs"
"2416"	"ecalabaricus_homolog_chromosome"	"Reedfish chromosome/scaffold name"	"homologs"
"2417"	"ecalabaricus_homolog_chrom_start"	"Reedfish chromosome/scaffold start (bp)"	"homologs"
"2418"	"ecalabaricus_homolog_chrom_end"	"Reedfish chromosome/scaffold end (bp)"	"homologs"
"2419"	"ecalabaricus_homolog_canonical_transcript_protein"	"Query protein or transcript ID"	"homologs"
"2420"	"ecalabaricus_homolog_subtype"	"Last common ancestor with Reedfish"	"homologs"
"2421"	"ecalabaricus_homolog_orthology_type"	"Reedfish homology type"	"homologs"
"2422"	"ecalabaricus_homolog_perc_id"	"%id. target Reedfish gene identical to query gene"	"homologs"
"2423"	"ecalabaricus_homolog_perc_id_r1"	"%id. query gene identical to target Reedfish gene"	"homologs"
"2424"	"ecalabaricus_homolog_goc_score"	"Reedfish Gene-order conservation score"	"homologs"
"2425"	"ecalabaricus_homolog_wga_coverage"	"Reedfish Whole-genome alignment coverage"	"homologs"
"2426"	"ecalabaricus_homolog_orthology_confidence"	"Reedfish orthology confidence [0 low, 1 high]"	"homologs"
"2427"	"mcaroli_homolog_ensembl_gene"	"Ryukyu mouse gene stable ID"	"homologs"
"2428"	"mcaroli_homolog_associated_gene_name"	"Ryukyu mouse gene name"	"homologs"
"2429"	"mcaroli_homolog_ensembl_peptide"	"Ryukyu mouse protein or transcript stable ID"	"homologs"
"2430"	"mcaroli_homolog_chromosome"	"Ryukyu mouse chromosome/scaffold name"	"homologs"
"2431"	"mcaroli_homolog_chrom_start"	"Ryukyu mouse chromosome/scaffold start (bp)"	"homologs"
"2432"	"mcaroli_homolog_chrom_end"	"Ryukyu mouse chromosome/scaffold end (bp)"	"homologs"
"2433"	"mcaroli_homolog_canonical_transcript_protein"	"Query protein or transcript ID"	"homologs"
"2434"	"mcaroli_homolog_subtype"	"Last common ancestor with Ryukyu mouse"	"homologs"
"2435"	"mcaroli_homolog_orthology_type"	"Ryukyu mouse homology type"	"homologs"
"2436"	"mcaroli_homolog_perc_id"	"%id. target Ryukyu mouse gene identical to query gene"	"homologs"
"2437"	"mcaroli_homolog_perc_id_r1"	"%id. query gene identical to target Ryukyu mouse gene"	"homologs"
"2438"	"mcaroli_homolog_goc_score"	"Ryukyu mouse Gene-order conservation score"	"homologs"
"2439"	"mcaroli_homolog_wga_coverage"	"Ryukyu mouse Whole-genome alignment coverage"	"homologs"
"2440"	"mcaroli_homolog_orthology_confidence"	"Ryukyu mouse orthology confidence [0 low, 1 high]"	"homologs"
"2441"	"scerevisiae_homolog_ensembl_gene"	"Saccharomyces cerevisiae gene stable ID"	"homologs"
"2442"	"scerevisiae_homolog_associated_gene_name"	"Saccharomyces cerevisiae gene name"	"homologs"
"2443"	"scerevisiae_homolog_ensembl_peptide"	"Saccharomyces cerevisiae protein or transcript stable ID"	"homologs"
"2444"	"scerevisiae_homolog_chromosome"	"Saccharomyces cerevisiae chromosome/scaffold name"	"homologs"
"2445"	"scerevisiae_homolog_chrom_start"	"Saccharomyces cerevisiae chromosome/scaffold start (bp)"	"homologs"
"2446"	"scerevisiae_homolog_chrom_end"	"Saccharomyces cerevisiae chromosome/scaffold end (bp)"	"homologs"
"2447"	"scerevisiae_homolog_canonical_transcript_protein"	"Query protein or transcript ID"	"homologs"
"2448"	"scerevisiae_homolog_subtype"	"Last common ancestor with Saccharomyces cerevisiae"	"homologs"
"2449"	"scerevisiae_homolog_orthology_type"	"Saccharomyces cerevisiae homology type"	"homologs"
"2450"	"scerevisiae_homolog_perc_id"	"%id. target Saccharomyces cerevisiae gene identical to query gene"	"homologs"
"2451"	"scerevisiae_homolog_perc_id_r1"	"%id. query gene identical to target Saccharomyces cerevisiae gene"	"homologs"
"2452"	"scerevisiae_homolog_orthology_confidence"	"Saccharomyces cerevisiae orthology confidence [0 low, 1 high]"	"homologs"
"2453"	"platipinna_homolog_ensembl_gene"	"Sailfin molly gene stable ID"	"homologs"
"2454"	"platipinna_homolog_associated_gene_name"	"Sailfin molly gene name"	"homologs"
"2455"	"platipinna_homolog_ensembl_peptide"	"Sailfin molly protein or transcript stable ID"	"homologs"
"2456"	"platipinna_homolog_chromosome"	"Sailfin molly chromosome/scaffold name"	"homologs"
"2457"	"platipinna_homolog_chrom_start"	"Sailfin molly chromosome/scaffold start (bp)"	"homologs"
"2458"	"platipinna_homolog_chrom_end"	"Sailfin molly chromosome/scaffold end (bp)"	"homologs"
"2459"	"platipinna_homolog_canonical_transcript_protein"	"Query protein or transcript ID"	"homologs"
"2460"	"platipinna_homolog_subtype"	"Last common ancestor with Sailfin molly"	"homologs"
"2461"	"platipinna_homolog_orthology_type"	"Sailfin molly homology type"	"homologs"
"2462"	"platipinna_homolog_perc_id"	"%id. target Sailfin molly gene identical to query gene"	"homologs"
"2463"	"platipinna_homolog_perc_id_r1"	"%id. query gene identical to target Sailfin molly gene"	"homologs"
"2464"	"platipinna_homolog_goc_score"	"Sailfin molly Gene-order conservation score"	"homologs"
"2465"	"platipinna_homolog_wga_coverage"	"Sailfin molly Whole-genome alignment coverage"	"homologs"
"2466"	"platipinna_homolog_orthology_confidence"	"Sailfin molly orthology confidence [0 low, 1 high]"	"homologs"
"2467"	"oarambouillet_homolog_ensembl_gene"	"Sheep gene stable ID"	"homologs"
"2468"	"oarambouillet_homolog_associated_gene_name"	"Sheep gene name"	"homologs"
"2469"	"oarambouillet_homolog_ensembl_peptide"	"Sheep protein or transcript stable ID"	"homologs"
"2470"	"oarambouillet_homolog_chromosome"	"Sheep chromosome/scaffold name"	"homologs"
"2471"	"oarambouillet_homolog_chrom_start"	"Sheep chromosome/scaffold start (bp)"	"homologs"
"2472"	"oarambouillet_homolog_chrom_end"	"Sheep chromosome/scaffold end (bp)"	"homologs"
"2473"	"oarambouillet_homolog_canonical_transcript_protein"	"Query protein or transcript ID"	"homologs"
"2474"	"oarambouillet_homolog_subtype"	"Last common ancestor with Sheep"	"homologs"
"2475"	"oarambouillet_homolog_orthology_type"	"Sheep homology type"	"homologs"
"2476"	"oarambouillet_homolog_perc_id"	"%id. target Sheep gene identical to query gene"	"homologs"
"2477"	"oarambouillet_homolog_perc_id_r1"	"%id. query gene identical to target Sheep gene"	"homologs"
"2478"	"oarambouillet_homolog_goc_score"	"Sheep Gene-order conservation score"	"homologs"
"2479"	"oarambouillet_homolog_wga_coverage"	"Sheep Whole-genome alignment coverage"	"homologs"
"2480"	"oarambouillet_homolog_orthology_confidence"	"Sheep orthology confidence [0 low, 1 high]"	"homologs"
"2481"	"cvariegatus_homolog_ensembl_gene"	"Sheepshead minnow gene stable ID"	"homologs"
"2482"	"cvariegatus_homolog_associated_gene_name"	"Sheepshead minnow gene name"	"homologs"
"2483"	"cvariegatus_homolog_ensembl_peptide"	"Sheepshead minnow protein or transcript stable ID"	"homologs"
"2484"	"cvariegatus_homolog_chromosome"	"Sheepshead minnow chromosome/scaffold name"	"homologs"
"2485"	"cvariegatus_homolog_chrom_start"	"Sheepshead minnow chromosome/scaffold start (bp)"	"homologs"
"2486"	"cvariegatus_homolog_chrom_end"	"Sheepshead minnow chromosome/scaffold end (bp)"	"homologs"
"2487"	"cvariegatus_homolog_canonical_transcript_protein"	"Query protein or transcript ID"	"homologs"
"2488"	"cvariegatus_homolog_subtype"	"Last common ancestor with Sheepshead minnow"	"homologs"
"2489"	"cvariegatus_homolog_orthology_type"	"Sheepshead minnow homology type"	"homologs"
"2490"	"cvariegatus_homolog_perc_id"	"%id. target Sheepshead minnow gene identical to query gene"	"homologs"
"2491"	"cvariegatus_homolog_perc_id_r1"	"%id. query gene identical to target Sheepshead minnow gene"	"homologs"
"2492"	"cvariegatus_homolog_goc_score"	"Sheepshead minnow Gene-order conservation score"	"homologs"
"2493"	"cvariegatus_homolog_wga_coverage"	"Sheepshead minnow Whole-genome alignment coverage"	"homologs"
"2494"	"cvariegatus_homolog_orthology_confidence"	"Sheepshead minnow orthology confidence [0 low, 1 high]"	"homologs"
"2495"	"saraneus_homolog_ensembl_gene"	"Shrew gene stable ID"	"homologs"
"2496"	"saraneus_homolog_associated_gene_name"	"Shrew gene name"	"homologs"
"2497"	"saraneus_homolog_ensembl_peptide"	"Shrew protein or transcript stable ID"	"homologs"
"2498"	"saraneus_homolog_chromosome"	"Shrew chromosome/scaffold name"	"homologs"
"2499"	"saraneus_homolog_chrom_start"	"Shrew chromosome/scaffold start (bp)"	"homologs"
"2500"	"saraneus_homolog_chrom_end"	"Shrew chromosome/scaffold end (bp)"	"homologs"
"2501"	"saraneus_homolog_canonical_transcript_protein"	"Query protein or transcript ID"	"homologs"
"2502"	"saraneus_homolog_subtype"	"Last common ancestor with Shrew"	"homologs"
"2503"	"saraneus_homolog_orthology_type"	"Shrew homology type"	"homologs"
"2504"	"saraneus_homolog_perc_id"	"%id. target Shrew gene identical to query gene"	"homologs"
"2505"	"saraneus_homolog_perc_id_r1"	"%id. query gene identical to target Shrew gene"	"homologs"
"2506"	"saraneus_homolog_goc_score"	"Shrew Gene-order conservation score"	"homologs"
"2507"	"saraneus_homolog_wga_coverage"	"Shrew Whole-genome alignment coverage"	"homologs"
"2508"	"saraneus_homolog_orthology_confidence"	"Shrew orthology confidence [0 low, 1 high]"	"homologs"
"2509"	"mpahari_homolog_ensembl_gene"	"Shrew mouse gene stable ID"	"homologs"
"2510"	"mpahari_homolog_associated_gene_name"	"Shrew mouse gene name"	"homologs"
"2511"	"mpahari_homolog_ensembl_peptide"	"Shrew mouse protein or transcript stable ID"	"homologs"
"2512"	"mpahari_homolog_chromosome"	"Shrew mouse chromosome/scaffold name"	"homologs"
"2513"	"mpahari_homolog_chrom_start"	"Shrew mouse chromosome/scaffold start (bp)"	"homologs"
"2514"	"mpahari_homolog_chrom_end"	"Shrew mouse chromosome/scaffold end (bp)"	"homologs"
"2515"	"mpahari_homolog_canonical_transcript_protein"	"Query protein or transcript ID"	"homologs"
"2516"	"mpahari_homolog_subtype"	"Last common ancestor with Shrew mouse"	"homologs"
"2517"	"mpahari_homolog_orthology_type"	"Shrew mouse homology type"	"homologs"
"2518"	"mpahari_homolog_perc_id"	"%id. target Shrew mouse gene identical to query gene"	"homologs"
"2519"	"mpahari_homolog_perc_id_r1"	"%id. query gene identical to target Shrew mouse gene"	"homologs"
"2520"	"mpahari_homolog_goc_score"	"Shrew mouse Gene-order conservation score"	"homologs"
"2521"	"mpahari_homolog_wga_coverage"	"Shrew mouse Whole-genome alignment coverage"	"homologs"
"2522"	"mpahari_homolog_orthology_confidence"	"Shrew mouse orthology confidence [0 low, 1 high]"	"homologs"
"2523"	"bsplendens_homolog_ensembl_gene"	"Siamese fighting fish gene stable ID"	"homologs"
"2524"	"bsplendens_homolog_associated_gene_name"	"Siamese fighting fish gene name"	"homologs"
"2525"	"bsplendens_homolog_ensembl_peptide"	"Siamese fighting fish protein or transcript stable ID"	"homologs"
"2526"	"bsplendens_homolog_chromosome"	"Siamese fighting fish chromosome/scaffold name"	"homologs"
"2527"	"bsplendens_homolog_chrom_start"	"Siamese fighting fish chromosome/scaffold start (bp)"	"homologs"
"2528"	"bsplendens_homolog_chrom_end"	"Siamese fighting fish chromosome/scaffold end (bp)"	"homologs"
"2529"	"bsplendens_homolog_canonical_transcript_protein"	"Query protein or transcript ID"	"homologs"
"2530"	"bsplendens_homolog_subtype"	"Last common ancestor with Siamese fighting fish"	"homologs"
"2531"	"bsplendens_homolog_orthology_type"	"Siamese fighting fish homology type"	"homologs"
"2532"	"bsplendens_homolog_perc_id"	"%id. target Siamese fighting fish gene identical to query gene"	"homologs"
"2533"	"bsplendens_homolog_perc_id_r1"	"%id. query gene identical to target Siamese fighting fish gene"	"homologs"
"2534"	"bsplendens_homolog_goc_score"	"Siamese fighting fish Gene-order conservation score"	"homologs"
"2535"	"bsplendens_homolog_wga_coverage"	"Siamese fighting fish Whole-genome alignment coverage"	"homologs"
"2536"	"bsplendens_homolog_orthology_confidence"	"Siamese fighting fish orthology confidence [0 low, 1 high]"	"homologs"
"2537"	"mmoschiferus_homolog_ensembl_gene"	"Siberian musk deer gene stable ID"	"homologs"
"2538"	"mmoschiferus_homolog_associated_gene_name"	"Siberian musk deer gene name"	"homologs"
"2539"	"mmoschiferus_homolog_ensembl_peptide"	"Siberian musk deer protein or transcript stable ID"	"homologs"
"2540"	"mmoschiferus_homolog_chromosome"	"Siberian musk deer chromosome/scaffold name"	"homologs"
"2541"	"mmoschiferus_homolog_chrom_start"	"Siberian musk deer chromosome/scaffold start (bp)"	"homologs"
"2542"	"mmoschiferus_homolog_chrom_end"	"Siberian musk deer chromosome/scaffold end (bp)"	"homologs"
"2543"	"mmoschiferus_homolog_canonical_transcript_protein"	"Query protein or transcript ID"	"homologs"
"2544"	"mmoschiferus_homolog_subtype"	"Last common ancestor with Siberian musk deer"	"homologs"
"2545"	"mmoschiferus_homolog_orthology_type"	"Siberian musk deer homology type"	"homologs"
"2546"	"mmoschiferus_homolog_perc_id"	"%id. target Siberian musk deer gene identical to query gene"	"homologs"
"2547"	"mmoschiferus_homolog_perc_id_r1"	"%id. query gene identical to target Siberian musk deer gene"	"homologs"
"2548"	"mmoschiferus_homolog_goc_score"	"Siberian musk deer Gene-order conservation score"	"homologs"
"2549"	"mmoschiferus_homolog_wga_coverage"	"Siberian musk deer Whole-genome alignment coverage"	"homologs"
"2550"	"mmoschiferus_homolog_orthology_confidence"	"Siberian musk deer orthology confidence [0 low, 1 high]"	"homologs"
"2551"	"choffmanni_homolog_ensembl_gene"	"Sloth gene stable ID"	"homologs"
"2552"	"choffmanni_homolog_associated_gene_name"	"Sloth gene name"	"homologs"
"2553"	"choffmanni_homolog_ensembl_peptide"	"Sloth protein or transcript stable ID"	"homologs"
"2554"	"choffmanni_homolog_chromosome"	"Sloth chromosome/scaffold name"	"homologs"
"2555"	"choffmanni_homolog_chrom_start"	"Sloth chromosome/scaffold start (bp)"	"homologs"
"2556"	"choffmanni_homolog_chrom_end"	"Sloth chromosome/scaffold end (bp)"	"homologs"
"2557"	"choffmanni_homolog_canonical_transcript_protein"	"Query protein or transcript ID"	"homologs"
"2558"	"choffmanni_homolog_subtype"	"Last common ancestor with Sloth"	"homologs"
"2559"	"choffmanni_homolog_orthology_type"	"Sloth homology type"	"homologs"
"2560"	"choffmanni_homolog_perc_id"	"%id. target Sloth gene identical to query gene"	"homologs"
"2561"	"choffmanni_homolog_perc_id_r1"	"%id. query gene identical to target Sloth gene"	"homologs"
"2562"	"choffmanni_homolog_goc_score"	"Sloth Gene-order conservation score"	"homologs"
"2563"	"choffmanni_homolog_wga_coverage"	"Sloth Whole-genome alignment coverage"	"homologs"
"2564"	"choffmanni_homolog_orthology_confidence"	"Sloth orthology confidence [0 low, 1 high]"	"homologs"
"2565"	"catys_homolog_ensembl_gene"	"Sooty mangabey gene stable ID"	"homologs"
"2566"	"catys_homolog_associated_gene_name"	"Sooty mangabey gene name"	"homologs"
"2567"	"catys_homolog_ensembl_peptide"	"Sooty mangabey protein or transcript stable ID"	"homologs"
"2568"	"catys_homolog_chromosome"	"Sooty mangabey chromosome/scaffold name"	"homologs"
"2569"	"catys_homolog_chrom_start"	"Sooty mangabey chromosome/scaffold start (bp)"	"homologs"
"2570"	"catys_homolog_chrom_end"	"Sooty mangabey chromosome/scaffold end (bp)"	"homologs"
"2571"	"catys_homolog_canonical_transcript_protein"	"Query protein or transcript ID"	"homologs"
"2572"	"catys_homolog_subtype"	"Last common ancestor with Sooty mangabey"	"homologs"
"2573"	"catys_homolog_orthology_type"	"Sooty mangabey homology type"	"homologs"
"2574"	"catys_homolog_perc_id"	"%id. target Sooty mangabey gene identical to query gene"	"homologs"
"2575"	"catys_homolog_perc_id_r1"	"%id. query gene identical to target Sooty mangabey gene"	"homologs"
"2576"	"catys_homolog_goc_score"	"Sooty mangabey Gene-order conservation score"	"homologs"
"2577"	"catys_homolog_wga_coverage"	"Sooty mangabey Whole-genome alignment coverage"	"homologs"
"2578"	"catys_homolog_orthology_confidence"	"Sooty mangabey orthology confidence [0 low, 1 high]"	"homologs"
"2579"	"pcatodon_homolog_ensembl_gene"	"Sperm whale gene stable ID"	"homologs"
"2580"	"pcatodon_homolog_associated_gene_name"	"Sperm whale gene name"	"homologs"
"2581"	"pcatodon_homolog_ensembl_peptide"	"Sperm whale protein or transcript stable ID"	"homologs"
"2582"	"pcatodon_homolog_chromosome"	"Sperm whale chromosome/scaffold name"	"homologs"
"2583"	"pcatodon_homolog_chrom_start"	"Sperm whale chromosome/scaffold start (bp)"	"homologs"
"2584"	"pcatodon_homolog_chrom_end"	"Sperm whale chromosome/scaffold end (bp)"	"homologs"
"2585"	"pcatodon_homolog_canonical_transcript_protein"	"Query protein or transcript ID"	"homologs"
"2586"	"pcatodon_homolog_subtype"	"Last common ancestor with Sperm whale"	"homologs"
"2587"	"pcatodon_homolog_orthology_type"	"Sperm whale homology type"	"homologs"
"2588"	"pcatodon_homolog_perc_id"	"%id. target Sperm whale gene identical to query gene"	"homologs"
"2589"	"pcatodon_homolog_perc_id_r1"	"%id. query gene identical to target Sperm whale gene"	"homologs"
"2590"	"pcatodon_homolog_goc_score"	"Sperm whale Gene-order conservation score"	"homologs"
"2591"	"pcatodon_homolog_wga_coverage"	"Sperm whale Whole-genome alignment coverage"	"homologs"
"2592"	"pcatodon_homolog_orthology_confidence"	"Sperm whale orthology confidence [0 low, 1 high]"	"homologs"
"2593"	"apolyacanthus_homolog_ensembl_gene"	"Spiny chromis gene stable ID"	"homologs"
"2594"	"apolyacanthus_homolog_associated_gene_name"	"Spiny chromis gene name"	"homologs"
"2595"	"apolyacanthus_homolog_ensembl_peptide"	"Spiny chromis protein or transcript stable ID"	"homologs"
"2596"	"apolyacanthus_homolog_chromosome"	"Spiny chromis chromosome/scaffold name"	"homologs"
"2597"	"apolyacanthus_homolog_chrom_start"	"Spiny chromis chromosome/scaffold start (bp)"	"homologs"
"2598"	"apolyacanthus_homolog_chrom_end"	"Spiny chromis chromosome/scaffold end (bp)"	"homologs"
"2599"	"apolyacanthus_homolog_canonical_transcript_protein"	"Query protein or transcript ID"	"homologs"
"2600"	"apolyacanthus_homolog_subtype"	"Last common ancestor with Spiny chromis"	"homologs"
"2601"	"apolyacanthus_homolog_orthology_type"	"Spiny chromis homology type"	"homologs"
"2602"	"apolyacanthus_homolog_perc_id"	"%id. target Spiny chromis gene identical to query gene"	"homologs"
"2603"	"apolyacanthus_homolog_perc_id_r1"	"%id. query gene identical to target Spiny chromis gene"	"homologs"
"2604"	"apolyacanthus_homolog_goc_score"	"Spiny chromis Gene-order conservation score"	"homologs"
"2605"	"apolyacanthus_homolog_wga_coverage"	"Spiny chromis Whole-genome alignment coverage"	"homologs"
"2606"	"apolyacanthus_homolog_orthology_confidence"	"Spiny chromis orthology confidence [0 low, 1 high]"	"homologs"
"2607"	"loculatus_homolog_ensembl_gene"	"Spotted gar gene stable ID"	"homologs"
"2608"	"loculatus_homolog_associated_gene_name"	"Spotted gar gene name"	"homologs"
"2609"	"loculatus_homolog_ensembl_peptide"	"Spotted gar protein or transcript stable ID"	"homologs"
"2610"	"loculatus_homolog_chromosome"	"Spotted gar chromosome/scaffold name"	"homologs"
"2611"	"loculatus_homolog_chrom_start"	"Spotted gar chromosome/scaffold start (bp)"	"homologs"
"2612"	"loculatus_homolog_chrom_end"	"Spotted gar chromosome/scaffold end (bp)"	"homologs"
